mysql> select * from Dates_D;
+---------+------------+-----------+-------------+--------------+-------------+--------------+------------+---------+--------------+-----------+---------------+-----------------+------+
| date_id | date       | day       | day_of_week | day_of_month | day_of_year | previous_day | next_day   | weekend | week_of_year | month     | month_of_year | quarter_of_year | year |
|    3800 | 2020-05-28 | Thursday  |           5 |           28 |         149 | 2020-05-27   | 2020-05-29 | Weekday | 21           | May       | 05            |               2 | 2020 |
|    3801 | 2020-05-29 | Friday    |           6 |           29 |         150 | 2020-05-28   | 2020-05-30 | Weekday | 21           | May       | 05            |               2 | 2020 |
|    3802 | 2020-05-30 | Saturday  |           7 |           30 |         151 | 2020-05-29   | 2020-05-31 | Weekend | 21           | May       | 05            |               2 | 2020 |
|    3803 | 2020-05-31 | Sunday    |           1 |           31 |         152 | 2020-05-30   | 2020-06-01 | Weekend | 22           | May       | 05            |               2 | 2020 |
|    3804 | 2020-06-01 | Monday    |           2 |            1 |         153 | 2020-05-31   | 2020-06-02 | Weekday | 22           | June      | 06            |               2 | 2020 |
|    3805 | 2020-06-02 | Tuesday   |           3 |            2 |         154 | 2020-06-01   | 2020-06-03 | Weekday | 22           | June      | 06            |               2 | 2020 |
|    3806 | 2020-06-03 | Wednesday |           4 |            3 |         155 | 2020-06-02   | 2020-06-04 | Weekday | 22           | June      | 06            |               2 | 2020 |
|    3807 | 2020-06-04 | Thursday  |           5 |            4 |         156 | 2020-06-03   | 2020-06-05 | Weekday | 22           | June      | 06            |               2 | 2020 |
|    3808 | 2020-06-05 | Friday    |           6 |            5 |         157 | 2020-06-04   | 2020-06-06 | Weekday | 22           | June      | 06            |               2 | 2020 |
|    3809 | 2020-06-06 | Saturday  |           7 |            6 |         158 | 2020-06-05   | 2020-06-07 | Weekend | 22           | June      | 06            |               2 | 2020 |
|    3810 | 2020-06-07 | Sunday    |           1 |            7 |         159 | 2020-06-06   | 2020-06-08 | Weekend | 23           | June      | 06            |               2 | 2020 |
|    3811 | 2020-06-08 | Monday    |           2 |            8 |         160 | 2020-06-07   | 2020-06-09 | Weekday | 23           | June      | 06            |               2 | 2020 |
|    3812 | 2020-06-09 | Tuesday   |           3 |            9 |         161 | 2020-06-08   | 2020-06-10 | Weekday | 23           | June      | 06            |               2 | 2020 |
|    3813 | 2020-06-10 | Wednesday |           4 |           10 |         162 | 2020-06-09   | 2020-06-11 | Weekday | 23           | June      | 06            |               2 | 2020 |
|    3814 | 2020-06-11 | Thursday  |           5 |           11 |         163 | 2020-06-10   | 2020-06-12 | Weekday | 23           | June      | 06            |               2 | 2020 |
|    3815 | 2020-06-12 | Friday    |           6 |           12 |         164 | 2020-06-11   | 2020-06-13 | Weekday | 23           | June      | 06            |               2 | 2020 |
|    3816 | 2020-06-13 | Saturday  |           7 |           13 |         165 | 2020-06-12   | 2020-06-14 | Weekend | 23           | June      | 06            |               2 | 2020 |
|    3817 | 2020-06-14 | Sunday    |           1 |           14 |         166 | 2020-06-13   | 2020-06-15 | Weekend | 24           | June      | 06            |               2 | 2020 |
|    3818 | 2020-06-15 | Monday    |           2 |           15 |         167 | 2020-06-14   | 2020-06-16 | Weekday | 24           | June      | 06            |               2 | 2020 |
|    3819 | 2020-06-16 | Tuesday   |           3 |           16 |         168 | 2020-06-15   | 2020-06-17 | Weekday | 24           | June      | 06            |               2 | 2020 |
|    3820 | 2020-06-17 | Wednesday |           4 |           17 |         169 | 2020-06-16   | 2020-06-18 | Weekday | 24           | June      | 06            |               2 | 2020 |
|    3821 | 2020-06-18 | Thursday  |           5 |           18 |         170 | 2020-06-17   | 2020-06-19 | Weekday | 24           | June      | 06            |               2 | 2020 |
|    3822 | 2020-06-19 | Friday    |           6 |           19 |         171 | 2020-06-18   | 2020-06-20 | Weekday | 24           | June      | 06            |               2 | 2020 |
|    3823 | 2020-06-20 | Saturday  |           7 |           20 |         172 | 2020-06-19   | 2020-06-21 | Weekend | 24           | June      | 06            |               2 | 2020 |
|    3824 | 2020-06-21 | Sunday    |           1 |           21 |         173 | 2020-06-20   | 2020-06-22 | Weekend | 25           | June      | 06            |               2 | 2020 |
|    3825 | 2020-06-22 | Monday    |           2 |           22 |         174 | 2020-06-21   | 2020-06-23 | Weekday | 25           | June      | 06            |               2 | 2020 |
|    3826 | 2020-06-23 | Tuesday   |           3 |           23 |         175 | 2020-06-22   | 2020-06-24 | Weekday | 25           | June      | 06            |               2 | 2020 |
|    3827 | 2020-06-24 | Wednesday |           4 |           24 |         176 | 2020-06-23   | 2020-06-25 | Weekday | 25           | June      | 06            |               2 | 2020 |
|    3828 | 2020-06-25 | Thursday  |           5 |           25 |         177 | 2020-06-24   | 2020-06-26 | Weekday | 25           | June      | 06            |               2 | 2020 |
|    3829 | 2020-06-26 | Friday    |           6 |           26 |         178 | 2020-06-25   | 2020-06-27 | Weekday | 25           | June      | 06            |               2 | 2020 |
|    3830 | 2020-06-27 | Saturday  |           7 |           27 |         179 | 2020-06-26   | 2020-06-28 | Weekend | 25           | June      | 06            |               2 | 2020 |
|    3831 | 2020-06-28 | Sunday    |           1 |           28 |         180 | 2020-06-27   | 2020-06-29 | Weekend | 26           | June      | 06            |               2 | 2020 |
|    3832 | 2020-06-29 | Monday    |           2 |           29 |         181 | 2020-06-28   | 2020-06-30 | Weekday | 26           | June      | 06            |               2 | 2020 |
|    3833 | 2020-06-30 | Tuesday   |           3 |           30 |         182 | 2020-06-29   | 2020-07-01 | Weekday | 26           | June      | 06            |               2 | 2020 |
|    3834 | 2020-07-01 | Wednesday |           4 |            1 |         183 | 2020-06-30   | 2020-07-02 | Weekday | 26           | July      | 07            |               3 | 2020 |
|    3835 | 2020-07-02 | Thursday  |           5 |            2 |         184 | 2020-07-01   | 2020-07-03 | Weekday | 26           | July      | 07            |               3 | 2020 |
|    3836 | 2020-07-03 | Friday    |           6 |            3 |         185 | 2020-07-02   | 2020-07-04 | Weekday | 26           | July      | 07            |               3 | 2020 |
|    3837 | 2020-07-04 | Saturday  |           7 |            4 |         186 | 2020-07-03   | 2020-07-05 | Weekend | 26           | July      | 07            |               3 | 2020 |
|    3838 | 2020-07-05 | Sunday    |           1 |            5 |         187 | 2020-07-04   | 2020-07-06 | Weekend | 27           | July      | 07            |               3 | 2020 |
|    3839 | 2020-07-06 | Monday    |           2 |            6 |         188 | 2020-07-05   | 2020-07-07 | Weekday | 27           | July      | 07            |               3 | 2020 |
|    3840 | 2020-07-07 | Tuesday   |           3 |            7 |         189 | 2020-07-06   | 2020-07-08 | Weekday | 27           | July      | 07            |               3 | 2020 |
|    3841 | 2020-07-08 | Wednesday |           4 |            8 |         190 | 2020-07-07   | 2020-07-09 | Weekday | 27           | July      | 07            |               3 | 2020 |
|    3842 | 2020-07-09 | Thursday  |           5 |            9 |         191 | 2020-07-08   | 2020-07-10 | Weekday | 27           | July      | 07            |               3 | 2020 |
|    3843 | 2020-07-10 | Friday    |           6 |           10 |         192 | 2020-07-09   | 2020-07-11 | Weekday | 27           | July      | 07            |               3 | 2020 |
|    3844 | 2020-07-11 | Saturday  |           7 |           11 |         193 | 2020-07-10   | 2020-07-12 | Weekend | 27           | July      | 07            |               3 | 2020 |
|    3845 | 2020-07-12 | Sunday    |           1 |           12 |         194 | 2020-07-11   | 2020-07-13 | Weekend | 28           | July      | 07            |               3 | 2020 |
|    3846 | 2020-07-13 | Monday    |           2 |           13 |         195 | 2020-07-12   | 2020-07-14 | Weekday | 28           | July      | 07            |               3 | 2020 |
|    3847 | 2020-07-14 | Tuesday   |           3 |           14 |         196 | 2020-07-13   | 2020-07-15 | Weekday | 28           | July      | 07            |               3 | 2020 |
|    3848 | 2020-07-15 | Wednesday |           4 |           15 |         197 | 2020-07-14   | 2020-07-16 | Weekday | 28           | July      | 07            |               3 | 2020 |
|    3849 | 2020-07-16 | Thursday  |           5 |           16 |         198 | 2020-07-15   | 2020-07-17 | Weekday | 28           | July      | 07            |               3 | 2020 |
|    3850 | 2020-07-17 | Friday    |           6 |           17 |         199 | 2020-07-16   | 2020-07-18 | Weekday | 28           | July      | 07            |               3 | 2020 |
|    3851 | 2020-07-18 | Saturday  |           7 |           18 |         200 | 2020-07-17   | 2020-07-19 | Weekend | 28           | July      | 07            |               3 | 2020 |
|    3852 | 2020-07-19 | Sunday    |           1 |           19 |         201 | 2020-07-18   | 2020-07-20 | Weekend | 29           | July      | 07            |               3 | 2020 |
|    3853 | 2020-07-20 | Monday    |           2 |           20 |         202 | 2020-07-19   | 2020-07-21 | Weekday | 29           | July      | 07            |               3 | 2020 |
|    3854 | 2020-07-21 | Tuesday   |           3 |           21 |         203 | 2020-07-20   | 2020-07-22 | Weekday | 29           | July      | 07            |               3 | 2020 |
|    3855 | 2020-07-22 | Wednesday |           4 |           22 |         204 | 2020-07-21   | 2020-07-23 | Weekday | 29           | July      | 07            |               3 | 2020 |
|    3856 | 2020-07-23 | Thursday  |           5 |           23 |         205 | 2020-07-22   | 2020-07-24 | Weekday | 29           | July      | 07            |               3 | 2020 |
|    3857 | 2020-07-24 | Friday    |           6 |           24 |         206 | 2020-07-23   | 2020-07-25 | Weekday | 29           | July      | 07            |               3 | 2020 |
|    3858 | 2020-07-25 | Saturday  |           7 |           25 |         207 | 2020-07-24   | 2020-07-26 | Weekend | 29           | July      | 07            |               3 | 2020 |
|    3859 | 2020-07-26 | Sunday    |           1 |           26 |         208 | 2020-07-25   | 2020-07-27 | Weekend | 30           | July      | 07            |               3 | 2020 |
|    3860 | 2020-07-27 | Monday    |           2 |           27 |         209 | 2020-07-26   | 2020-07-28 | Weekday | 30           | July      | 07            |               3 | 2020 |
|    3861 | 2020-07-28 | Tuesday   |           3 |           28 |         210 | 2020-07-27   | 2020-07-29 | Weekday | 30           | July      | 07            |               3 | 2020 |
|    3862 | 2020-07-29 | Wednesday |           4 |           29 |         211 | 2020-07-28   | 2020-07-30 | Weekday | 30           | July      | 07            |               3 | 2020 |
|    3863 | 2020-07-30 | Thursday  |           5 |           30 |         212 | 2020-07-29   | 2020-07-31 | Weekday | 30           | July      | 07            |               3 | 2020 |
|    3864 | 2020-07-31 | Friday    |           6 |           31 |         213 | 2020-07-30   | 2020-08-01 | Weekday | 30           | July      | 07            |               3 | 2020 |
|    3865 | 2020-08-01 | Saturday  |           7 |            1 |         214 | 2020-07-31   | 2020-08-02 | Weekend | 30           | August    | 08            |               3 | 2020 |
|    3866 | 2020-08-02 | Sunday    |           1 |            2 |         215 | 2020-08-01   | 2020-08-03 | Weekend | 31           | August    | 08            |               3 | 2020 |
|    3867 | 2020-08-03 | Monday    |           2 |            3 |         216 | 2020-08-02   | 2020-08-04 | Weekday | 31           | August    | 08            |               3 | 2020 |
|    3868 | 2020-08-04 | Tuesday   |           3 |            4 |         217 | 2020-08-03   | 2020-08-05 | Weekday | 31           | August    | 08            |               3 | 2020 |
|    3869 | 2020-08-05 | Wednesday |           4 |            5 |         218 | 2020-08-04   | 2020-08-06 | Weekday | 31           | August    | 08            |               3 | 2020 |
|    3870 | 2020-08-06 | Thursday  |           5 |            6 |         219 | 2020-08-05   | 2020-08-07 | Weekday | 31           | August    | 08            |               3 | 2020 |
|    3871 | 2020-08-07 | Friday    |           6 |            7 |         220 | 2020-08-06   | 2020-08-08 | Weekday | 31           | August    | 08            |               3 | 2020 |
|    3872 | 2020-08-08 | Saturday  |           7 |            8 |         221 | 2020-08-07   | 2020-08-09 | Weekend | 31           | August    | 08            |               3 | 2020 |
|    3873 | 2020-08-09 | Sunday    |           1 |            9 |         222 | 2020-08-08   | 2020-08-10 | Weekend | 32           | August    | 08            |               3 | 2020 |
|    3874 | 2020-08-10 | Monday    |           2 |           10 |         223 | 2020-08-09   | 2020-08-11 | Weekday | 32           | August    | 08            |               3 | 2020 |
|    3875 | 2020-08-11 | Tuesday   |           3 |           11 |         224 | 2020-08-10   | 2020-08-12 | Weekday | 32           | August    | 08            |               3 | 2020 |
|    3876 | 2020-08-12 | Wednesday |           4 |           12 |         225 | 2020-08-11   | 2020-08-13 | Weekday | 32           | August    | 08            |               3 | 2020 |
|    3877 | 2020-08-13 | Thursday  |           5 |           13 |         226 | 2020-08-12   | 2020-08-14 | Weekday | 32           | August    | 08            |               3 | 2020 |
|    3878 | 2020-08-14 | Friday    |           6 |           14 |         227 | 2020-08-13   | 2020-08-15 | Weekday | 32           | August    | 08            |               3 | 2020 |
|    3879 | 2020-08-15 | Saturday  |           7 |           15 |         228 | 2020-08-14   | 2020-08-16 | Weekend | 32           | August    | 08            |               3 | 2020 |
|    3880 | 2020-08-16 | Sunday    |           1 |           16 |         229 | 2020-08-15   | 2020-08-17 | Weekend | 33           | August    | 08            |               3 | 2020 |
|    3881 | 2020-08-17 | Monday    |           2 |           17 |         230 | 2020-08-16   | 2020-08-18 | Weekday | 33           | August    | 08            |               3 | 2020 |
|    3882 | 2020-08-18 | Tuesday   |           3 |           18 |         231 | 2020-08-17   | 2020-08-19 | Weekday | 33           | August    | 08            |               3 | 2020 |
|    3883 | 2020-08-19 | Wednesday |           4 |           19 |         232 | 2020-08-18   | 2020-08-20 | Weekday | 33           | August    | 08            |               3 | 2020 |
|    3884 | 2020-08-20 | Thursday  |           5 |           20 |         233 | 2020-08-19   | 2020-08-21 | Weekday | 33           | August    | 08            |               3 | 2020 |
|    3885 | 2020-08-21 | Friday    |           6 |           21 |         234 | 2020-08-20   | 2020-08-22 | Weekday | 33           | August    | 08            |               3 | 2020 |
|    3886 | 2020-08-22 | Saturday  |           7 |           22 |         235 | 2020-08-21   | 2020-08-23 | Weekend | 33           | August    | 08            |               3 | 2020 |
|    3887 | 2020-08-23 | Sunday    |           1 |           23 |         236 | 2020-08-22   | 2020-08-24 | Weekend | 34           | August    | 08            |               3 | 2020 |
|    3888 | 2020-08-24 | Monday    |           2 |           24 |         237 | 2020-08-23   | 2020-08-25 | Weekday | 34           | August    | 08            |               3 | 2020 |
|    3889 | 2020-08-25 | Tuesday   |           3 |           25 |         238 | 2020-08-24   | 2020-08-26 | Weekday | 34           | August    | 08            |               3 | 2020 |
|    3890 | 2020-08-26 | Wednesday |           4 |           26 |         239 | 2020-08-25   | 2020-08-27 | Weekday | 34           | August    | 08            |               3 | 2020 |
|    3891 | 2020-08-27 | Thursday  |           5 |           27 |         240 | 2020-08-26   | 2020-08-28 | Weekday | 34           | August    | 08            |               3 | 2020 |
|    3892 | 2020-08-28 | Friday    |           6 |           28 |         241 | 2020-08-27   | 2020-08-29 | Weekday | 34           | August    | 08            |               3 | 2020 |
|    3893 | 2020-08-29 | Saturday  |           7 |           29 |         242 | 2020-08-28   | 2020-08-30 | Weekend | 34           | August    | 08            |               3 | 2020 |
|    3894 | 2020-08-30 | Sunday    |           1 |           30 |         243 | 2020-08-29   | 2020-08-31 | Weekend | 35           | August    | 08            |               3 | 2020 |
|    3895 | 2020-08-31 | Monday    |           2 |           31 |         244 | 2020-08-30   | 2020-09-01 | Weekday | 35           | August    | 08            |               3 | 2020 |
|    3896 | 2020-09-01 | Tuesday   |           3 |            1 |         245 | 2020-08-31   | 2020-09-02 | Weekday | 35           | September | 09            |               3 | 2020 |
|    3897 | 2020-09-02 | Wednesday |           4 |            2 |         246 | 2020-09-01   | 2020-09-03 | Weekday | 35           | September | 09            |               3 | 2020 |
|    3898 | 2020-09-03 | Thursday  |           5 |            3 |         247 | 2020-09-02   | 2020-09-04 | Weekday | 35           | September | 09            |               3 | 2020 |
|    3899 | 2020-09-04 | Friday    |           6 |            4 |         248 | 2020-09-03   | 2020-09-05 | Weekday | 35           | September | 09            |               3 | 2020 |
|    3900 | 2020-09-05 | Saturday  |           7 |            5 |         249 | 2020-09-04   | 2020-09-06 | Weekend | 35           | September | 09            |               3 | 2020 |
|    3901 | 2020-09-06 | Sunday    |           1 |            6 |         250 | 2020-09-05   | 2020-09-07 | Weekend | 36           | September | 09            |               3 | 2020 |
|    3902 | 2020-09-07 | Monday    |           2 |            7 |         251 | 2020-09-06   | 2020-09-08 | Weekday | 36           | September | 09            |               3 | 2020 |
|    3903 | 2020-09-08 | Tuesday   |           3 |            8 |         252 | 2020-09-07   | 2020-09-09 | Weekday | 36           | September | 09            |               3 | 2020 |
|    3904 | 2020-09-09 | Wednesday |           4 |            9 |         253 | 2020-09-08   | 2020-09-10 | Weekday | 36           | September | 09            |               3 | 2020 |
|    3905 | 2020-09-10 | Thursday  |           5 |           10 |         254 | 2020-09-09   | 2020-09-11 | Weekday | 36           | September | 09            |               3 | 2020 |
|    3906 | 2020-09-11 | Friday    |           6 |           11 |         255 | 2020-09-10   | 2020-09-12 | Weekday | 36           | September | 09            |               3 | 2020 |
|    3907 | 2020-09-12 | Saturday  |           7 |           12 |         256 | 2020-09-11   | 2020-09-13 | Weekend | 36           | September | 09            |               3 | 2020 |
|    3908 | 2020-09-13 | Sunday    |           1 |           13 |         257 | 2020-09-12   | 2020-09-14 | Weekend | 37           | September | 09            |               3 | 2020 |
|    3909 | 2020-09-14 | Monday    |           2 |           14 |         258 | 2020-09-13   | 2020-09-15 | Weekday | 37           | September | 09            |               3 | 2020 |
|    3910 | 2020-09-15 | Tuesday   |           3 |           15 |         259 | 2020-09-14   | 2020-09-16 | Weekday | 37           | September | 09            |               3 | 2020 |
|    3911 | 2020-09-16 | Wednesday |           4 |           16 |         260 | 2020-09-15   | 2020-09-17 | Weekday | 37           | September | 09            |               3 | 2020 |
|    3912 | 2020-09-17 | Thursday  |           5 |           17 |         261 | 2020-09-16   | 2020-09-18 | Weekday | 37           | September | 09            |               3 | 2020 |
|    3913 | 2020-09-18 | Friday    |           6 |           18 |         262 | 2020-09-17   | 2020-09-19 | Weekday | 37           | September | 09            |               3 | 2020 |
|    3914 | 2020-09-19 | Saturday  |           7 |           19 |         263 | 2020-09-18   | 2020-09-20 | Weekend | 37           | September | 09            |               3 | 2020 |
|    3915 | 2020-09-20 | Sunday    |           1 |           20 |         264 | 2020-09-19   | 2020-09-21 | Weekend | 38           | September | 09            |               3 | 2020 |
|    3916 | 2020-09-21 | Monday    |           2 |           21 |         265 | 2020-09-20   | 2020-09-22 | Weekday | 38           | September | 09            |               3 | 2020 |
|    3917 | 2020-09-22 | Tuesday   |           3 |           22 |         266 | 2020-09-21   | 2020-09-23 | Weekday | 38           | September | 09            |               3 | 2020 |
|    3918 | 2020-09-23 | Wednesday |           4 |           23 |         267 | 2020-09-22   | 2020-09-24 | Weekday | 38           | September | 09            |               3 | 2020 |
|    3919 | 2020-09-24 | Thursday  |           5 |           24 |         268 | 2020-09-23   | 2020-09-25 | Weekday | 38           | September | 09            |               3 | 2020 |
|    3920 | 2020-09-25 | Friday    |           6 |           25 |         269 | 2020-09-24   | 2020-09-26 | Weekday | 38           | September | 09            |               3 | 2020 |
|    3921 | 2020-09-26 | Saturday  |           7 |           26 |         270 | 2020-09-25   | 2020-09-27 | Weekend | 38           | September | 09            |               3 | 2020 |
|    3922 | 2020-09-27 | Sunday    |           1 |           27 |         271 | 2020-09-26   | 2020-09-28 | Weekend | 39           | September | 09            |               3 | 2020 |
|    3923 | 2020-09-28 | Monday    |           2 |           28 |         272 | 2020-09-27   | 2020-09-29 | Weekday | 39           | September | 09            |               3 | 2020 |
|    3924 | 2020-09-29 | Tuesday   |           3 |           29 |         273 | 2020-09-28   | 2020-09-30 | Weekday | 39           | September | 09            |               3 | 2020 |
|    3925 | 2020-09-30 | Wednesday |           4 |           30 |         274 | 2020-09-29   | 2020-10-01 | Weekday | 39           | September | 09            |               3 | 2020 |
|    3926 | 2020-10-01 | Thursday  |           5 |            1 |         275 | 2020-09-30   | 2020-10-02 | Weekday | 39           | October   | 10            |               4 | 2020 |
|    3927 | 2020-10-02 | Friday    |           6 |            2 |         276 | 2020-10-01   | 2020-10-03 | Weekday | 39           | October   | 10            |               4 | 2020 |
|    3928 | 2020-10-03 | Saturday  |           7 |            3 |         277 | 2020-10-02   | 2020-10-04 | Weekend | 39           | October   | 10            |               4 | 2020 |
|    3929 | 2020-10-04 | Sunday    |           1 |            4 |         278 | 2020-10-03   | 2020-10-05 | Weekend | 40           | October   | 10            |               4 | 2020 |
|    3930 | 2020-10-05 | Monday    |           2 |            5 |         279 | 2020-10-04   | 2020-10-06 | Weekday | 40           | October   | 10            |               4 | 2020 |
|    3931 | 2020-10-06 | Tuesday   |           3 |            6 |         280 | 2020-10-05   | 2020-10-07 | Weekday | 40           | October   | 10            |               4 | 2020 |
|    3932 | 2020-10-07 | Wednesday |           4 |            7 |         281 | 2020-10-06   | 2020-10-08 | Weekday | 40           | October   | 10            |               4 | 2020 |
|    3933 | 2020-10-08 | Thursday  |           5 |            8 |         282 | 2020-10-07   | 2020-10-09 | Weekday | 40           | October   | 10            |               4 | 2020 |
|    3934 | 2020-10-09 | Friday    |           6 |            9 |         283 | 2020-10-08   | 2020-10-10 | Weekday | 40           | October   | 10            |               4 | 2020 |
|    3935 | 2020-10-10 | Saturday  |           7 |           10 |         284 | 2020-10-09   | 2020-10-11 | Weekend | 40           | October   | 10            |               4 | 2020 |
|    3936 | 2020-10-11 | Sunday    |           1 |           11 |         285 | 2020-10-10   | 2020-10-12 | Weekend | 41           | October   | 10            |               4 | 2020 |
|    3937 | 2020-10-12 | Monday    |           2 |           12 |         286 | 2020-10-11   | 2020-10-13 | Weekday | 41           | October   | 10            |               4 | 2020 |
|    3938 | 2020-10-13 | Tuesday   |           3 |           13 |         287 | 2020-10-12   | 2020-10-14 | Weekday | 41           | October   | 10            |               4 | 2020 |
|    3939 | 2020-10-14 | Wednesday |           4 |           14 |         288 | 2020-10-13   | 2020-10-15 | Weekday | 41           | October   | 10            |               4 | 2020 |
|    3940 | 2020-10-15 | Thursday  |           5 |           15 |         289 | 2020-10-14   | 2020-10-16 | Weekday | 41           | October   | 10            |               4 | 2020 |
|    3941 | 2020-10-16 | Friday    |           6 |           16 |         290 | 2020-10-15   | 2020-10-17 | Weekday | 41           | October   | 10            |               4 | 2020 |
|    3942 | 2020-10-17 | Saturday  |           7 |           17 |         291 | 2020-10-16   | 2020-10-18 | Weekend | 41           | October   | 10            |               4 | 2020 |
|    3943 | 2020-10-18 | Sunday    |           1 |           18 |         292 | 2020-10-17   | 2020-10-19 | Weekend | 42           | October   | 10            |               4 | 2020 |
|    3944 | 2020-10-19 | Monday    |           2 |           19 |         293 | 2020-10-18   | 2020-10-20 | Weekday | 42           | October   | 10            |               4 | 2020 |
|    3945 | 2020-10-20 | Tuesday   |           3 |           20 |         294 | 2020-10-19   | 2020-10-21 | Weekday | 42           | October   | 10            |               4 | 2020 |
|    3946 | 2020-10-21 | Wednesday |           4 |           21 |         295 | 2020-10-20   | 2020-10-22 | Weekday | 42           | October   | 10            |               4 | 2020 |
|    3947 | 2020-10-22 | Thursday  |           5 |           22 |         296 | 2020-10-21   | 2020-10-23 | Weekday | 42           | October   | 10            |               4 | 2020 |
|    3948 | 2020-10-23 | Friday    |           6 |           23 |         297 | 2020-10-22   | 2020-10-24 | Weekday | 42           | October   | 10            |               4 | 2020 |
|    3949 | 2020-10-24 | Saturday  |           7 |           24 |         298 | 2020-10-23   | 2020-10-25 | Weekend | 42           | October   | 10            |               4 | 2020 |
|    3950 | 2020-10-25 | Sunday    |           1 |           25 |         299 | 2020-10-24   | 2020-10-26 | Weekend | 43           | October   | 10            |               4 | 2020 |
|    3951 | 2020-10-26 | Monday    |           2 |           26 |         300 | 2020-10-25   | 2020-10-27 | Weekday | 43           | October   | 10            |               4 | 2020 |
|    3952 | 2020-10-27 | Tuesday   |           3 |           27 |         301 | 2020-10-26   | 2020-10-28 | Weekday | 43           | October   | 10            |               4 | 2020 |
|    3953 | 2020-10-28 | Wednesday |           4 |           28 |         302 | 2020-10-27   | 2020-10-29 | Weekday | 43           | October   | 10            |               4 | 2020 |
|    3954 | 2020-10-29 | Thursday  |           5 |           29 |         303 | 2020-10-28   | 2020-10-30 | Weekday | 43           | October   | 10            |               4 | 2020 |
|    3955 | 2020-10-30 | Friday    |           6 |           30 |         304 | 2020-10-29   | 2020-10-31 | Weekday | 43           | October   | 10            |               4 | 2020 |
|    3956 | 2020-10-31 | Saturday  |           7 |           31 |         305 | 2020-10-30   | 2020-11-01 | Weekend | 43           | October   | 10            |               4 | 2020 |
|    3957 | 2020-11-01 | Sunday    |           1 |            1 |         306 | 2020-10-31   | 2020-11-02 | Weekend | 44           | November  | 11            |               4 | 2020 |
|    3958 | 2020-11-02 | Monday    |           2 |            2 |         307 | 2020-11-01   | 2020-11-03 | Weekday | 44           | November  | 11            |               4 | 2020 |
|    3959 | 2020-11-03 | Tuesday   |           3 |            3 |         308 | 2020-11-02   | 2020-11-04 | Weekday | 44           | November  | 11            |               4 | 2020 |
|    3960 | 2020-11-04 | Wednesday |           4 |            4 |         309 | 2020-11-03   | 2020-11-05 | Weekday | 44           | November  | 11            |               4 | 2020 |
|    3961 | 2020-11-05 | Thursday  |           5 |            5 |         310 | 2020-11-04   | 2020-11-06 | Weekday | 44           | November  | 11            |               4 | 2020 |
|    3962 | 2020-11-06 | Friday    |           6 |            6 |         311 | 2020-11-05   | 2020-11-07 | Weekday | 44           | November  | 11            |               4 | 2020 |
|    3963 | 2020-11-07 | Saturday  |           7 |            7 |         312 | 2020-11-06   | 2020-11-08 | Weekend | 44           | November  | 11            |               4 | 2020 |
|    3964 | 2020-11-08 | Sunday    |           1 |            8 |         313 | 2020-11-07   | 2020-11-09 | Weekend | 45           | November  | 11            |               4 | 2020 |
|    3965 | 2020-11-09 | Monday    |           2 |            9 |         314 | 2020-11-08   | 2020-11-10 | Weekday | 45           | November  | 11            |               4 | 2020 |
|    3966 | 2020-11-10 | Tuesday   |           3 |           10 |         315 | 2020-11-09   | 2020-11-11 | Weekday | 45           | November  | 11            |               4 | 2020 |
|    3967 | 2020-11-11 | Wednesday |           4 |           11 |         316 | 2020-11-10   | 2020-11-12 | Weekday | 45           | November  | 11            |               4 | 2020 |
|    3968 | 2020-11-12 | Thursday  |           5 |           12 |         317 | 2020-11-11   | 2020-11-13 | Weekday | 45           | November  | 11            |               4 | 2020 |
|    3969 | 2020-11-13 | Friday    |           6 |           13 |         318 | 2020-11-12   | 2020-11-14 | Weekday | 45           | November  | 11            |               4 | 2020 |
|    3970 | 2020-11-14 | Saturday  |           7 |           14 |         319 | 2020-11-13   | 2020-11-15 | Weekend | 45           | November  | 11            |               4 | 2020 |
|    3971 | 2020-11-15 | Sunday    |           1 |           15 |         320 | 2020-11-14   | 2020-11-16 | Weekend | 46           | November  | 11            |               4 | 2020 |
|    3972 | 2020-11-16 | Monday    |           2 |           16 |         321 | 2020-11-15   | 2020-11-17 | Weekday | 46           | November  | 11            |               4 | 2020 |
|    3973 | 2020-11-17 | Tuesday   |           3 |           17 |         322 | 2020-11-16   | 2020-11-18 | Weekday | 46           | November  | 11            |               4 | 2020 |
|    3974 | 2020-11-18 | Wednesday |           4 |           18 |         323 | 2020-11-17   | 2020-11-19 | Weekday | 46           | November  | 11            |               4 | 2020 |
|    3975 | 2020-11-19 | Thursday  |           5 |           19 |         324 | 2020-11-18   | 2020-11-20 | Weekday | 46           | November  | 11            |               4 | 2020 |
|    3976 | 2020-11-20 | Friday    |           6 |           20 |         325 | 2020-11-19   | 2020-11-21 | Weekday | 46           | November  | 11            |               4 | 2020 |
|    3977 | 2020-11-21 | Saturday  |           7 |           21 |         326 | 2020-11-20   | 2020-11-22 | Weekend | 46           | November  | 11            |               4 | 2020 |
|    3978 | 2020-11-22 | Sunday    |           1 |           22 |         327 | 2020-11-21   | 2020-11-23 | Weekend | 47           | November  | 11            |               4 | 2020 |
|    3979 | 2020-11-23 | Monday    |           2 |           23 |         328 | 2020-11-22   | 2020-11-24 | Weekday | 47           | November  | 11            |               4 | 2020 |
