mysql> select * from Dates_D;
+---------+------------+-----------+-------------+--------------+-------------+--------------+------------+---------+--------------+-----------+---------------+-----------------+------+
| date_id | date       | day       | day_of_week | day_of_month | day_of_year | previous_day | next_day   | weekend | week_of_year | month     | month_of_year | quarter_of_year | year |
|     587 | 2011-08-11 | Thursday  |           5 |           11 |         223 | 2011-08-10   | 2011-08-12 | Weekday | 32           | August    | 08            |               3 | 2011 |
|     588 | 2011-08-12 | Friday    |           6 |           12 |         224 | 2011-08-11   | 2011-08-13 | Weekday | 32           | August    | 08            |               3 | 2011 |
|     589 | 2011-08-13 | Saturday  |           7 |           13 |         225 | 2011-08-12   | 2011-08-14 | Weekend | 32           | August    | 08            |               3 | 2011 |
|     590 | 2011-08-14 | Sunday    |           1 |           14 |         226 | 2011-08-13   | 2011-08-15 | Weekend | 33           | August    | 08            |               3 | 2011 |
|     591 | 2011-08-15 | Monday    |           2 |           15 |         227 | 2011-08-14   | 2011-08-16 | Weekday | 33           | August    | 08            |               3 | 2011 |
|     592 | 2011-08-16 | Tuesday   |           3 |           16 |         228 | 2011-08-15   | 2011-08-17 | Weekday | 33           | August    | 08            |               3 | 2011 |
|     593 | 2011-08-17 | Wednesday |           4 |           17 |         229 | 2011-08-16   | 2011-08-18 | Weekday | 33           | August    | 08            |               3 | 2011 |
|     594 | 2011-08-18 | Thursday  |           5 |           18 |         230 | 2011-08-17   | 2011-08-19 | Weekday | 33           | August    | 08            |               3 | 2011 |
|     595 | 2011-08-19 | Friday    |           6 |           19 |         231 | 2011-08-18   | 2011-08-20 | Weekday | 33           | August    | 08            |               3 | 2011 |
|     596 | 2011-08-20 | Saturday  |           7 |           20 |         232 | 2011-08-19   | 2011-08-21 | Weekend | 33           | August    | 08            |               3 | 2011 |
|     597 | 2011-08-21 | Sunday    |           1 |           21 |         233 | 2011-08-20   | 2011-08-22 | Weekend | 34           | August    | 08            |               3 | 2011 |
|     598 | 2011-08-22 | Monday    |           2 |           22 |         234 | 2011-08-21   | 2011-08-23 | Weekday | 34           | August    | 08            |               3 | 2011 |
|     599 | 2011-08-23 | Tuesday   |           3 |           23 |         235 | 2011-08-22   | 2011-08-24 | Weekday | 34           | August    | 08            |               3 | 2011 |
|     600 | 2011-08-24 | Wednesday |           4 |           24 |         236 | 2011-08-23   | 2011-08-25 | Weekday | 34           | August    | 08            |               3 | 2011 |
|     601 | 2011-08-25 | Thursday  |           5 |           25 |         237 | 2011-08-24   | 2011-08-26 | Weekday | 34           | August    | 08            |               3 | 2011 |
|     602 | 2011-08-26 | Friday    |           6 |           26 |         238 | 2011-08-25   | 2011-08-27 | Weekday | 34           | August    | 08            |               3 | 2011 |
|     603 | 2011-08-27 | Saturday  |           7 |           27 |         239 | 2011-08-26   | 2011-08-28 | Weekend | 34           | August    | 08            |               3 | 2011 |
|     604 | 2011-08-28 | Sunday    |           1 |           28 |         240 | 2011-08-27   | 2011-08-29 | Weekend | 35           | August    | 08            |               3 | 2011 |
|     605 | 2011-08-29 | Monday    |           2 |           29 |         241 | 2011-08-28   | 2011-08-30 | Weekday | 35           | August    | 08            |               3 | 2011 |
|     606 | 2011-08-30 | Tuesday   |           3 |           30 |         242 | 2011-08-29   | 2011-08-31 | Weekday | 35           | August    | 08            |               3 | 2011 |
|     607 | 2011-08-31 | Wednesday |           4 |           31 |         243 | 2011-08-30   | 2011-09-01 | Weekday | 35           | August    | 08            |               3 | 2011 |
|     608 | 2011-09-01 | Thursday  |           5 |            1 |         244 | 2011-08-31   | 2011-09-02 | Weekday | 35           | September | 09            |               3 | 2011 |
|     609 | 2011-09-02 | Friday    |           6 |            2 |         245 | 2011-09-01   | 2011-09-03 | Weekday | 35           | September | 09            |               3 | 2011 |
|     610 | 2011-09-03 | Saturday  |           7 |            3 |         246 | 2011-09-02   | 2011-09-04 | Weekend | 35           | September | 09            |               3 | 2011 |
|     611 | 2011-09-04 | Sunday    |           1 |            4 |         247 | 2011-09-03   | 2011-09-05 | Weekend | 36           | September | 09            |               3 | 2011 |
|     612 | 2011-09-05 | Monday    |           2 |            5 |         248 | 2011-09-04   | 2011-09-06 | Weekday | 36           | September | 09            |               3 | 2011 |
|     613 | 2011-09-06 | Tuesday   |           3 |            6 |         249 | 2011-09-05   | 2011-09-07 | Weekday | 36           | September | 09            |               3 | 2011 |
|     614 | 2011-09-07 | Wednesday |           4 |            7 |         250 | 2011-09-06   | 2011-09-08 | Weekday | 36           | September | 09            |               3 | 2011 |
|     615 | 2011-09-08 | Thursday  |           5 |            8 |         251 | 2011-09-07   | 2011-09-09 | Weekday | 36           | September | 09            |               3 | 2011 |
|     616 | 2011-09-09 | Friday    |           6 |            9 |         252 | 2011-09-08   | 2011-09-10 | Weekday | 36           | September | 09            |               3 | 2011 |
|     617 | 2011-09-10 | Saturday  |           7 |           10 |         253 | 2011-09-09   | 2011-09-11 | Weekend | 36           | September | 09            |               3 | 2011 |
|     618 | 2011-09-11 | Sunday    |           1 |           11 |         254 | 2011-09-10   | 2011-09-12 | Weekend | 37           | September | 09            |               3 | 2011 |
|     619 | 2011-09-12 | Monday    |           2 |           12 |         255 | 2011-09-11   | 2011-09-13 | Weekday | 37           | September | 09            |               3 | 2011 |
|     620 | 2011-09-13 | Tuesday   |           3 |           13 |         256 | 2011-09-12   | 2011-09-14 | Weekday | 37           | September | 09            |               3 | 2011 |
|     621 | 2011-09-14 | Wednesday |           4 |           14 |         257 | 2011-09-13   | 2011-09-15 | Weekday | 37           | September | 09            |               3 | 2011 |
|     622 | 2011-09-15 | Thursday  |           5 |           15 |         258 | 2011-09-14   | 2011-09-16 | Weekday | 37           | September | 09            |               3 | 2011 |
|     623 | 2011-09-16 | Friday    |           6 |           16 |         259 | 2011-09-15   | 2011-09-17 | Weekday | 37           | September | 09            |               3 | 2011 |
|     624 | 2011-09-17 | Saturday  |           7 |           17 |         260 | 2011-09-16   | 2011-09-18 | Weekend | 37           | September | 09            |               3 | 2011 |
|     625 | 2011-09-18 | Sunday    |           1 |           18 |         261 | 2011-09-17   | 2011-09-19 | Weekend | 38           | September | 09            |               3 | 2011 |
|     626 | 2011-09-19 | Monday    |           2 |           19 |         262 | 2011-09-18   | 2011-09-20 | Weekday | 38           | September | 09            |               3 | 2011 |
|     627 | 2011-09-20 | Tuesday   |           3 |           20 |         263 | 2011-09-19   | 2011-09-21 | Weekday | 38           | September | 09            |               3 | 2011 |
|     628 | 2011-09-21 | Wednesday |           4 |           21 |         264 | 2011-09-20   | 2011-09-22 | Weekday | 38           | September | 09            |               3 | 2011 |
|     629 | 2011-09-22 | Thursday  |           5 |           22 |         265 | 2011-09-21   | 2011-09-23 | Weekday | 38           | September | 09            |               3 | 2011 |
|     630 | 2011-09-23 | Friday    |           6 |           23 |         266 | 2011-09-22   | 2011-09-24 | Weekday | 38           | September | 09            |               3 | 2011 |
|     631 | 2011-09-24 | Saturday  |           7 |           24 |         267 | 2011-09-23   | 2011-09-25 | Weekend | 38           | September | 09            |               3 | 2011 |
|     632 | 2011-09-25 | Sunday    |           1 |           25 |         268 | 2011-09-24   | 2011-09-26 | Weekend | 39           | September | 09            |               3 | 2011 |
|     633 | 2011-09-26 | Monday    |           2 |           26 |         269 | 2011-09-25   | 2011-09-27 | Weekday | 39           | September | 09            |               3 | 2011 |
|     634 | 2011-09-27 | Tuesday   |           3 |           27 |         270 | 2011-09-26   | 2011-09-28 | Weekday | 39           | September | 09            |               3 | 2011 |
|     635 | 2011-09-28 | Wednesday |           4 |           28 |         271 | 2011-09-27   | 2011-09-29 | Weekday | 39           | September | 09            |               3 | 2011 |
|     636 | 2011-09-29 | Thursday  |           5 |           29 |         272 | 2011-09-28   | 2011-09-30 | Weekday | 39           | September | 09            |               3 | 2011 |
|     637 | 2011-09-30 | Friday    |           6 |           30 |         273 | 2011-09-29   | 2011-10-01 | Weekday | 39           | September | 09            |               3 | 2011 |
|     638 | 2011-10-01 | Saturday  |           7 |            1 |         274 | 2011-09-30   | 2011-10-02 | Weekend | 39           | October   | 10            |               4 | 2011 |
|     639 | 2011-10-02 | Sunday    |           1 |            2 |         275 | 2011-10-01   | 2011-10-03 | Weekend | 40           | October   | 10            |               4 | 2011 |
|     640 | 2011-10-03 | Monday    |           2 |            3 |         276 | 2011-10-02   | 2011-10-04 | Weekday | 40           | October   | 10            |               4 | 2011 |
|     641 | 2011-10-04 | Tuesday   |           3 |            4 |         277 | 2011-10-03   | 2011-10-05 | Weekday | 40           | October   | 10            |               4 | 2011 |
|     642 | 2011-10-05 | Wednesday |           4 |            5 |         278 | 2011-10-04   | 2011-10-06 | Weekday | 40           | October   | 10            |               4 | 2011 |
|     643 | 2011-10-06 | Thursday  |           5 |            6 |         279 | 2011-10-05   | 2011-10-07 | Weekday | 40           | October   | 10            |               4 | 2011 |
|     644 | 2011-10-07 | Friday    |           6 |            7 |         280 | 2011-10-06   | 2011-10-08 | Weekday | 40           | October   | 10            |               4 | 2011 |
|     645 | 2011-10-08 | Saturday  |           7 |            8 |         281 | 2011-10-07   | 2011-10-09 | Weekend | 40           | October   | 10            |               4 | 2011 |
|     646 | 2011-10-09 | Sunday    |           1 |            9 |         282 | 2011-10-08   | 2011-10-10 | Weekend | 41           | October   | 10            |               4 | 2011 |
|     647 | 2011-10-10 | Monday    |           2 |           10 |         283 | 2011-10-09   | 2011-10-11 | Weekday | 41           | October   | 10            |               4 | 2011 |
|     648 | 2011-10-11 | Tuesday   |           3 |           11 |         284 | 2011-10-10   | 2011-10-12 | Weekday | 41           | October   | 10            |               4 | 2011 |
|     649 | 2011-10-12 | Wednesday |           4 |           12 |         285 | 2011-10-11   | 2011-10-13 | Weekday | 41           | October   | 10            |               4 | 2011 |
|     650 | 2011-10-13 | Thursday  |           5 |           13 |         286 | 2011-10-12   | 2011-10-14 | Weekday | 41           | October   | 10            |               4 | 2011 |
|     651 | 2011-10-14 | Friday    |           6 |           14 |         287 | 2011-10-13   | 2011-10-15 | Weekday | 41           | October   | 10            |               4 | 2011 |
|     652 | 2011-10-15 | Saturday  |           7 |           15 |         288 | 2011-10-14   | 2011-10-16 | Weekend | 41           | October   | 10            |               4 | 2011 |
|     653 | 2011-10-16 | Sunday    |           1 |           16 |         289 | 2011-10-15   | 2011-10-17 | Weekend | 42           | October   | 10            |               4 | 2011 |
|     654 | 2011-10-17 | Monday    |           2 |           17 |         290 | 2011-10-16   | 2011-10-18 | Weekday | 42           | October   | 10            |               4 | 2011 |
|     655 | 2011-10-18 | Tuesday   |           3 |           18 |         291 | 2011-10-17   | 2011-10-19 | Weekday | 42           | October   | 10            |               4 | 2011 |
|     656 | 2011-10-19 | Wednesday |           4 |           19 |         292 | 2011-10-18   | 2011-10-20 | Weekday | 42           | October   | 10            |               4 | 2011 |
|     657 | 2011-10-20 | Thursday  |           5 |           20 |         293 | 2011-10-19   | 2011-10-21 | Weekday | 42           | October   | 10            |               4 | 2011 |
|     658 | 2011-10-21 | Friday    |           6 |           21 |         294 | 2011-10-20   | 2011-10-22 | Weekday | 42           | October   | 10            |               4 | 2011 |
|     659 | 2011-10-22 | Saturday  |           7 |           22 |         295 | 2011-10-21   | 2011-10-23 | Weekend | 42           | October   | 10            |               4 | 2011 |
|     660 | 2011-10-23 | Sunday    |           1 |           23 |         296 | 2011-10-22   | 2011-10-24 | Weekend | 43           | October   | 10            |               4 | 2011 |
|     661 | 2011-10-24 | Monday    |           2 |           24 |         297 | 2011-10-23   | 2011-10-25 | Weekday | 43           | October   | 10            |               4 | 2011 |
|     662 | 2011-10-25 | Tuesday   |           3 |           25 |         298 | 2011-10-24   | 2011-10-26 | Weekday | 43           | October   | 10            |               4 | 2011 |
|     663 | 2011-10-26 | Wednesday |           4 |           26 |         299 | 2011-10-25   | 2011-10-27 | Weekday | 43           | October   | 10            |               4 | 2011 |
|     664 | 2011-10-27 | Thursday  |           5 |           27 |         300 | 2011-10-26   | 2011-10-28 | Weekday | 43           | October   | 10            |               4 | 2011 |
|     665 | 2011-10-28 | Friday    |           6 |           28 |         301 | 2011-10-27   | 2011-10-29 | Weekday | 43           | October   | 10            |               4 | 2011 |
|     666 | 2011-10-29 | Saturday  |           7 |           29 |         302 | 2011-10-28   | 2011-10-30 | Weekend | 43           | October   | 10            |               4 | 2011 |
|     667 | 2011-10-30 | Sunday    |           1 |           30 |         303 | 2011-10-29   | 2011-10-31 | Weekend | 44           | October   | 10            |               4 | 2011 |
|     668 | 2011-10-31 | Monday    |           2 |           31 |         304 | 2011-10-30   | 2011-11-01 | Weekday | 44           | October   | 10            |               4 | 2011 |
|     669 | 2011-11-01 | Tuesday   |           3 |            1 |         305 | 2011-10-31   | 2011-11-02 | Weekday | 44           | November  | 11            |               4 | 2011 |
|     670 | 2011-11-02 | Wednesday |           4 |            2 |         306 | 2011-11-01   | 2011-11-03 | Weekday | 44           | November  | 11            |               4 | 2011 |
|     671 | 2011-11-03 | Thursday  |           5 |            3 |         307 | 2011-11-02   | 2011-11-04 | Weekday | 44           | November  | 11            |               4 | 2011 |
|     672 | 2011-11-04 | Friday    |           6 |            4 |         308 | 2011-11-03   | 2011-11-05 | Weekday | 44           | November  | 11            |               4 | 2011 |
|     673 | 2011-11-05 | Saturday  |           7 |            5 |         309 | 2011-11-04   | 2011-11-06 | Weekend | 44           | November  | 11            |               4 | 2011 |
|     674 | 2011-11-06 | Sunday    |           1 |            6 |         310 | 2011-11-05   | 2011-11-07 | Weekend | 45           | November  | 11            |               4 | 2011 |
|     675 | 2011-11-07 | Monday    |           2 |            7 |         311 | 2011-11-06   | 2011-11-08 | Weekday | 45           | November  | 11            |               4 | 2011 |
|     676 | 2011-11-08 | Tuesday   |           3 |            8 |         312 | 2011-11-07   | 2011-11-09 | Weekday | 45           | November  | 11            |               4 | 2011 |
|     677 | 2011-11-09 | Wednesday |           4 |            9 |         313 | 2011-11-08   | 2011-11-10 | Weekday | 45           | November  | 11            |               4 | 2011 |
|     678 | 2011-11-10 | Thursday  |           5 |           10 |         314 | 2011-11-09   | 2011-11-11 | Weekday | 45           | November  | 11            |               4 | 2011 |
|     679 | 2011-11-11 | Friday    |           6 |           11 |         315 | 2011-11-10   | 2011-11-12 | Weekday | 45           | November  | 11            |               4 | 2011 |
|     680 | 2011-11-12 | Saturday  |           7 |           12 |         316 | 2011-11-11   | 2011-11-13 | Weekend | 45           | November  | 11            |               4 | 2011 |
|     681 | 2011-11-13 | Sunday    |           1 |           13 |         317 | 2011-11-12   | 2011-11-14 | Weekend | 46           | November  | 11            |               4 | 2011 |
|     682 | 2011-11-14 | Monday    |           2 |           14 |         318 | 2011-11-13   | 2011-11-15 | Weekday | 46           | November  | 11            |               4 | 2011 |
|     683 | 2011-11-15 | Tuesday   |           3 |           15 |         319 | 2011-11-14   | 2011-11-16 | Weekday | 46           | November  | 11            |               4 | 2011 |
|     684 | 2011-11-16 | Wednesday |           4 |           16 |         320 | 2011-11-15   | 2011-11-17 | Weekday | 46           | November  | 11            |               4 | 2011 |
|     685 | 2011-11-17 | Thursday  |           5 |           17 |         321 | 2011-11-16   | 2011-11-18 | Weekday | 46           | November  | 11            |               4 | 2011 |
|     686 | 2011-11-18 | Friday    |           6 |           18 |         322 | 2011-11-17   | 2011-11-19 | Weekday | 46           | November  | 11            |               4 | 2011 |
|     687 | 2011-11-19 | Saturday  |           7 |           19 |         323 | 2011-11-18   | 2011-11-20 | Weekend | 46           | November  | 11            |               4 | 2011 |
|     688 | 2011-11-20 | Sunday    |           1 |           20 |         324 | 2011-11-19   | 2011-11-21 | Weekend | 47           | November  | 11            |               4 | 2011 |
|     689 | 2011-11-21 | Monday    |           2 |           21 |         325 | 2011-11-20   | 2011-11-22 | Weekday | 47           | November  | 11            |               4 | 2011 |
|     690 | 2011-11-22 | Tuesday   |           3 |           22 |         326 | 2011-11-21   | 2011-11-23 | Weekday | 47           | November  | 11            |               4 | 2011 |
|     691 | 2011-11-23 | Wednesday |           4 |           23 |         327 | 2011-11-22   | 2011-11-24 | Weekday | 47           | November  | 11            |               4 | 2011 |
|     692 | 2011-11-24 | Thursday  |           5 |           24 |         328 | 2011-11-23   | 2011-11-25 | Weekday | 47           | November  | 11            |               4 | 2011 |
|     693 | 2011-11-25 | Friday    |           6 |           25 |         329 | 2011-11-24   | 2011-11-26 | Weekday | 47           | November  | 11            |               4 | 2011 |
|     694 | 2011-11-26 | Saturday  |           7 |           26 |         330 | 2011-11-25   | 2011-11-27 | Weekend | 47           | November  | 11            |               4 | 2011 |
|     695 | 2011-11-27 | Sunday    |           1 |           27 |         331 | 2011-11-26   | 2011-11-28 | Weekend | 48           | November  | 11            |               4 | 2011 |
|     696 | 2011-11-28 | Monday    |           2 |           28 |         332 | 2011-11-27   | 2011-11-29 | Weekday | 48           | November  | 11            |               4 | 2011 |
|     697 | 2011-11-29 | Tuesday   |           3 |           29 |         333 | 2011-11-28   | 2011-11-30 | Weekday | 48           | November  | 11            |               4 | 2011 |
|     698 | 2011-11-30 | Wednesday |           4 |           30 |         334 | 2011-11-29   | 2011-12-01 | Weekday | 48           | November  | 11            |               4 | 2011 |
|     699 | 2011-12-01 | Thursday  |           5 |            1 |         335 | 2011-11-30   | 2011-12-02 | Weekday | 48           | December  | 12            |               4 | 2011 |
|     700 | 2011-12-02 | Friday    |           6 |            2 |         336 | 2011-12-01   | 2011-12-03 | Weekday | 48           | December  | 12            |               4 | 2011 |
|     701 | 2011-12-03 | Saturday  |           7 |            3 |         337 | 2011-12-02   | 2011-12-04 | Weekend | 48           | December  | 12            |               4 | 2011 |
|     702 | 2011-12-04 | Sunday    |           1 |            4 |         338 | 2011-12-03   | 2011-12-05 | Weekend | 49           | December  | 12            |               4 | 2011 |
|     703 | 2011-12-05 | Monday    |           2 |            5 |         339 | 2011-12-04   | 2011-12-06 | Weekday | 49           | December  | 12            |               4 | 2011 |
|     704 | 2011-12-06 | Tuesday   |           3 |            6 |         340 | 2011-12-05   | 2011-12-07 | Weekday | 49           | December  | 12            |               4 | 2011 |
|     705 | 2011-12-07 | Wednesday |           4 |            7 |         341 | 2011-12-06   | 2011-12-08 | Weekday | 49           | December  | 12            |               4 | 2011 |
|     706 | 2011-12-08 | Thursday  |           5 |            8 |         342 | 2011-12-07   | 2011-12-09 | Weekday | 49           | December  | 12            |               4 | 2011 |
|     707 | 2011-12-09 | Friday    |           6 |            9 |         343 | 2011-12-08   | 2011-12-10 | Weekday | 49           | December  | 12            |               4 | 2011 |
|     708 | 2011-12-10 | Saturday  |           7 |           10 |         344 | 2011-12-09   | 2011-12-11 | Weekend | 49           | December  | 12            |               4 | 2011 |
|     709 | 2011-12-11 | Sunday    |           1 |           11 |         345 | 2011-12-10   | 2011-12-12 | Weekend | 50           | December  | 12            |               4 | 2011 |
|     710 | 2011-12-12 | Monday    |           2 |           12 |         346 | 2011-12-11   | 2011-12-13 | Weekday | 50           | December  | 12            |               4 | 2011 |
|     711 | 2011-12-13 | Tuesday   |           3 |           13 |         347 | 2011-12-12   | 2011-12-14 | Weekday | 50           | December  | 12            |               4 | 2011 |
|     712 | 2011-12-14 | Wednesday |           4 |           14 |         348 | 2011-12-13   | 2011-12-15 | Weekday | 50           | December  | 12            |               4 | 2011 |
|     713 | 2011-12-15 | Thursday  |           5 |           15 |         349 | 2011-12-14   | 2011-12-16 | Weekday | 50           | December  | 12            |               4 | 2011 |
|     714 | 2011-12-16 | Friday    |           6 |           16 |         350 | 2011-12-15   | 2011-12-17 | Weekday | 50           | December  | 12            |               4 | 2011 |
|     715 | 2011-12-17 | Saturday  |           7 |           17 |         351 | 2011-12-16   | 2011-12-18 | Weekend | 50           | December  | 12            |               4 | 2011 |
|     716 | 2011-12-18 | Sunday    |           1 |           18 |         352 | 2011-12-17   | 2011-12-19 | Weekend | 51           | December  | 12            |               4 | 2011 |
|     717 | 2011-12-19 | Monday    |           2 |           19 |         353 | 2011-12-18   | 2011-12-20 | Weekday | 51           | December  | 12            |               4 | 2011 |
|     718 | 2011-12-20 | Tuesday   |           3 |           20 |         354 | 2011-12-19   | 2011-12-21 | Weekday | 51           | December  | 12            |               4 | 2011 |
|     719 | 2011-12-21 | Wednesday |           4 |           21 |         355 | 2011-12-20   | 2011-12-22 | Weekday | 51           | December  | 12            |               4 | 2011 |
|     720 | 2011-12-22 | Thursday  |           5 |           22 |         356 | 2011-12-21   | 2011-12-23 | Weekday | 51           | December  | 12            |               4 | 2011 |
|     721 | 2011-12-23 | Friday    |           6 |           23 |         357 | 2011-12-22   | 2011-12-24 | Weekday | 51           | December  | 12            |               4 | 2011 |
|     722 | 2011-12-24 | Saturday  |           7 |           24 |         358 | 2011-12-23   | 2011-12-25 | Weekend | 51           | December  | 12            |               4 | 2011 |
|     723 | 2011-12-25 | Sunday    |           1 |           25 |         359 | 2011-12-24   | 2011-12-26 | Weekend | 52           | December  | 12            |               4 | 2011 |
|     724 | 2011-12-26 | Monday    |           2 |           26 |         360 | 2011-12-25   | 2011-12-27 | Weekday | 52           | December  | 12            |               4 | 2011 |
|     725 | 2011-12-27 | Tuesday   |           3 |           27 |         361 | 2011-12-26   | 2011-12-28 | Weekday | 52           | December  | 12            |               4 | 2011 |
|     726 | 2011-12-28 | Wednesday |           4 |           28 |         362 | 2011-12-27   | 2011-12-29 | Weekday | 52           | December  | 12            |               4 | 2011 |
|     727 | 2011-12-29 | Thursday  |           5 |           29 |         363 | 2011-12-28   | 2011-12-30 | Weekday | 52           | December  | 12            |               4 | 2011 |
|     728 | 2011-12-30 | Friday    |           6 |           30 |         364 | 2011-12-29   | 2011-12-31 | Weekday | 52           | December  | 12            |               4 | 2011 |
|     729 | 2011-12-31 | Saturday  |           7 |           31 |         365 | 2011-12-30   | 2012-01-01 | Weekend | 52           | December  | 12            |               4 | 2011 |
|     730 | 2012-01-01 | Sunday    |           1 |            1 |           1 | 2011-12-31   | 2012-01-02 | Weekend | 01           | January   | 01            |               1 | 2012 |
|     731 | 2012-01-02 | Monday    |           2 |            2 |           2 | 2012-01-01   | 2012-01-03 | Weekday | 01           | January   | 01            |               1 | 2012 |
|     732 | 2012-01-03 | Tuesday   |           3 |            3 |           3 | 2012-01-02   | 2012-01-04 | Weekday | 01           | January   | 01            |               1 | 2012 |
|     733 | 2012-01-04 | Wednesday |           4 |            4 |           4 | 2012-01-03   | 2012-01-05 | Weekday | 01           | January   | 01            |               1 | 2012 |
|     734 | 2012-01-05 | Thursday  |           5 |            5 |           5 | 2012-01-04   | 2012-01-06 | Weekday | 01           | January   | 01            |               1 | 2012 |
|     735 | 2012-01-06 | Friday    |           6 |            6 |           6 | 2012-01-05   | 2012-01-07 | Weekday | 01           | January   | 01            |               1 | 2012 |
|     736 | 2012-01-07 | Saturday  |           7 |            7 |           7 | 2012-01-06   | 2012-01-08 | Weekend | 01           | January   | 01            |               1 | 2012 |
|     737 | 2012-01-08 | Sunday    |           1 |            8 |           8 | 2012-01-07   | 2012-01-09 | Weekend | 02           | January   | 01            |               1 | 2012 |
|     738 | 2012-01-09 | Monday    |           2 |            9 |           9 | 2012-01-08   | 2012-01-10 | Weekday | 02           | January   | 01            |               1 | 2012 |
|     739 | 2012-01-10 | Tuesday   |           3 |           10 |          10 | 2012-01-09   | 2012-01-11 | Weekday | 02           | January   | 01            |               1 | 2012 |
|     740 | 2012-01-11 | Wednesday |           4 |           11 |          11 | 2012-01-10   | 2012-01-12 | Weekday | 02           | January   | 01            |               1 | 2012 |
|     741 | 2012-01-12 | Thursday  |           5 |           12 |          12 | 2012-01-11   | 2012-01-13 | Weekday | 02           | January   | 01            |               1 | 2012 |
|     742 | 2012-01-13 | Friday    |           6 |           13 |          13 | 2012-01-12   | 2012-01-14 | Weekday | 02           | January   | 01            |               1 | 2012 |
|     743 | 2012-01-14 | Saturday  |           7 |           14 |          14 | 2012-01-13   | 2012-01-15 | Weekend | 02           | January   | 01            |               1 | 2012 |
|     744 | 2012-01-15 | Sunday    |           1 |           15 |          15 | 2012-01-14   | 2012-01-16 | Weekend | 03           | January   | 01            |               1 | 2012 |
|     745 | 2012-01-16 | Monday    |           2 |           16 |          16 | 2012-01-15   | 2012-01-17 | Weekday | 03           | January   | 01            |               1 | 2012 |
|     746 | 2012-01-17 | Tuesday   |           3 |           17 |          17 | 2012-01-16   | 2012-01-18 | Weekday | 03           | January   | 01            |               1 | 2012 |
|     747 | 2012-01-18 | Wednesday |           4 |           18 |          18 | 2012-01-17   | 2012-01-19 | Weekday | 03           | January   | 01            |               1 | 2012 |
|     748 | 2012-01-19 | Thursday  |           5 |           19 |          19 | 2012-01-18   | 2012-01-20 | Weekday | 03           | January   | 01            |               1 | 2012 |
|     749 | 2012-01-20 | Friday    |           6 |           20 |          20 | 2012-01-19   | 2012-01-21 | Weekday | 03           | January   | 01            |               1 | 2012 |
|     750 | 2012-01-21 | Saturday  |           7 |           21 |          21 | 2012-01-20   | 2012-01-22 | Weekend | 03           | January   | 01            |               1 | 2012 |
|     751 | 2012-01-22 | Sunday    |           1 |           22 |          22 | 2012-01-21   | 2012-01-23 | Weekend | 04           | January   | 01            |               1 | 2012 |
|     752 | 2012-01-23 | Monday    |           2 |           23 |          23 | 2012-01-22   | 2012-01-24 | Weekday | 04           | January   | 01            |               1 | 2012 |
|     753 | 2012-01-24 | Tuesday   |           3 |           24 |          24 | 2012-01-23   | 2012-01-25 | Weekday | 04           | January   | 01            |               1 | 2012 |
|     754 | 2012-01-25 | Wednesday |           4 |           25 |          25 | 2012-01-24   | 2012-01-26 | Weekday | 04           | January   | 01            |               1 | 2012 |
|     755 | 2012-01-26 | Thursday  |           5 |           26 |          26 | 2012-01-25   | 2012-01-27 | Weekday | 04           | January   | 01            |               1 | 2012 |
|     756 | 2012-01-27 | Friday    |           6 |           27 |          27 | 2012-01-26   | 2012-01-28 | Weekday | 04           | January   | 01            |               1 | 2012 |
|     757 | 2012-01-28 | Saturday  |           7 |           28 |          28 | 2012-01-27   | 2012-01-29 | Weekend | 04           | January   | 01            |               1 | 2012 |
|     758 | 2012-01-29 | Sunday    |           1 |           29 |          29 | 2012-01-28   | 2012-01-30 | Weekend | 05           | January   | 01            |               1 | 2012 |
|     759 | 2012-01-30 | Monday    |           2 |           30 |          30 | 2012-01-29   | 2012-01-31 | Weekday | 05           | January   | 01            |               1 | 2012 |
|     760 | 2012-01-31 | Tuesday   |           3 |           31 |          31 | 2012-01-30   | 2012-02-01 | Weekday | 05           | January   | 01            |               1 | 2012 |
|     761 | 2012-02-01 | Wednesday |           4 |            1 |          32 | 2012-01-31   | 2012-02-02 | Weekday | 05           | February  | 02            |               1 | 2012 |
|     762 | 2012-02-02 | Thursday  |           5 |            2 |          33 | 2012-02-01   | 2012-02-03 | Weekday | 05           | February  | 02            |               1 | 2012 |
|     763 | 2012-02-03 | Friday    |           6 |            3 |          34 | 2012-02-02   | 2012-02-04 | Weekday | 05           | February  | 02            |               1 | 2012 |
|     764 | 2012-02-04 | Saturday  |           7 |            4 |          35 | 2012-02-03   | 2012-02-05 | Weekend | 05           | February  | 02            |               1 | 2012 |
|     765 | 2012-02-05 | Sunday    |           1 |            5 |          36 | 2012-02-04   | 2012-02-06 | Weekend | 06           | February  | 02            |               1 | 2012 |
|     766 | 2012-02-06 | Monday    |           2 |            6 |          37 | 2012-02-05   | 2012-02-07 | Weekday | 06           | February  | 02            |               1 | 2012 |
|     767 | 2012-02-07 | Tuesday   |           3 |            7 |          38 | 2012-02-06   | 2012-02-08 | Weekday | 06           | February  | 02            |               1 | 2012 |
|     768 | 2012-02-08 | Wednesday |           4 |            8 |          39 | 2012-02-07   | 2012-02-09 | Weekday | 06           | February  | 02            |               1 | 2012 |
|     769 | 2012-02-09 | Thursday  |           5 |            9 |          40 | 2012-02-08   | 2012-02-10 | Weekday | 06           | February  | 02            |               1 | 2012 |
